TS_LOAD,SYS_DESC,VEH_SER_NO,OPR_NAME
10-Mar-17,Cab Conveyor / Monorail,JOM027,Cab Upload
10-Mar-17,U-BOLT,ZDI213,Rear U-Bolt
10-Mar-17,Hood Conveyor,NKE126,Hood Upload
10-Mar-17,Cab Conveyer,AJF195,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,AJF195,Cab Upload
10-Mar-17,Cab Call Scan,QDR380,B Line
10-Mar-17,Paint Inspection,THO850,PAINT
10-Mar-17,Hood Conveyor,FMU279,Hood Upload
10-Mar-17,OMT Offline Tracking,CQU695,Enter Offline
10-Mar-17,Cab in white conveyer,HQI892,CIW upload
10-Mar-17,STVMS Tracking Top Station,FMU279,Top Station
10-Mar-17,Assembly Line Tracker,FMU279,Pool 60 Start
10-Mar-17,U-BOLT,ALE837,Front U-Bolt
10-Mar-17,OMT Offline Tracking,WBH162,Enter Offline
10-Mar-17,Hood Conveyor,QMA357,Hood Upload
10-Mar-17,STVMS Tracking Top Station,QMA357,Top Station
10-Mar-17,Cab call scan,GOB710,A Line
10-Mar-17,Paint Inspection,ARS065,PAINT
10-Mar-17,STVMS Tracking Chassis Start,QZB271,Chassis Start
10-Mar-17,U-BOLT,ALE837,Rear U-Bolt
10-Mar-17,STVMS Tracking Chassis Start,YGL283,Chassis Start
10-Mar-17,Assembly Line Tracker,QMA357,Pool 60 Start
10-Mar-17,Cab in white conveyer,MAU864,CIW upload
10-Mar-17,U-BOLT,WQB451,Front U-Bolt
10-Mar-17,Cab Conveyer,DZV145,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,DZV145,Cab Upload
10-Mar-17,Paint Inspection,EZQ530,PAINT
10-Mar-17,U-BOLT,WQB451,Rear U-Bolt
10-Mar-17,Paint Inspection,OXE951,PAINT
10-Mar-17,STVMS Tracking Top Station,ERC382,Top Station
10-Mar-17,Cab in white conveyer,WBR310,CIW upload
10-Mar-17,Hood Conveyor,ERC382,Hood Upload
10-Mar-17,Hood Conveyor,GQV369,Hood Upload
10-Mar-17,Assembly Line Tracker,YGL283,Pool 13 Start
10-Mar-17,Assembly Line Tracker,QZB271,Pool 13 Start
10-Mar-17,Assembly Line Tracker,GQV369,Pool 13 Start
10-Mar-17,Assembly Line Tracker,ERC382,Pool 60 Start
10-Mar-17,Assembly Line Tracker,RHX208,Pool 13 Start
10-Mar-17,Cab Conveyer,UBZ174,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,UBZ174,Cab Upload
10-Mar-17,Paint Inspection,TZO690,PAINT
10-Mar-17,U-BOLT,KMA503,Front U-Bolt
10-Mar-17,Cab in white conveyer,LPU731,CIW upload
10-Mar-17,Cab call scan,CSW718,A Line
10-Mar-17,Hood Conveyor,QZB271,Hood Upload
10-Mar-17,OMT Offline Tracking,DVM139,Enter Offline
10-Mar-17,STVMS Tracking Top Station,GQV369,Top Station
10-Mar-17,Assembly Line Tracker,GQV369,Pool 60 Start
10-Mar-17,Paint Inspection,LED479,PAINT
10-Mar-17,U-BOLT,KSX968,Front U-Bolt
10-Mar-17,OMT Offline Tracking,TYA561,Enter Offline
10-Mar-17,Hood Conveyor,YGL283,Hood Upload
10-Mar-17,Cab Conveyer,GOB710,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,GOB710,Cab Upload
10-Mar-17,Cab Call Scan,MHU637,B Line
10-Mar-17,STVMS Tracking Top Station,QZB271,Top Station
10-Mar-17,Assembly Line Tracker,WRT608,Pool 13 Start
10-Mar-17,Assembly Line Tracker,QZB271,Pool 60 Start
10-Mar-17,Paint Inspection,QBR938,PAINT
10-Mar-17,Hood Conveyor,RHX208,Hood Upload
10-Mar-17,Cab in white conveyer,KTN409,CIW upload
10-Mar-17,OMT Offline Tracking,UBJ603,Enter Offline
10-Mar-17,OMT Offline Tracking,UBJ603,Sold
10-Mar-17,U-BOLT,TFX540,Front U-Bolt
10-Mar-17,STVMS Tracking Top Station,YGL283,Top Station
10-Mar-17,Assembly Line Tracker,YGL283,Pool 60 Start
10-Mar-17,Cab in white conveyer,AYD251,CIW upload
10-Mar-17,Cab Conveyer,PMG926,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,PMG926,Cab Upload
10-Mar-17,OMT Offline Tracking,GPJ498,Enter Offline
10-Mar-17,U-BOLT,TFX540,Rear U-Bolt
10-Mar-17,Paint Inspection,YBJ023,PAINT
10-Mar-17,STVMS Tracking Chassis Start,RHX208,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,WRT608,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,NUX358,Chassis Start
10-Mar-17,Cab call scan,USH564,A Line
10-Mar-17,U-BOLT,XFN395,Front U-Bolt
10-Mar-17,Hood Conveyor,WRT608,Hood Upload
10-Mar-17,STVMS Tracking Top Station,RHX208,Top Station
10-Mar-17,Cab Call Scan,DZO637,B Line
10-Mar-17,Paint Inspection,UWT728,PAINT
10-Mar-17,Cab in white conveyer,SFZ186,CIW upload
10-Mar-17,U-BOLT,XFN395,Rear U-Bolt
10-Mar-17,Cab Conveyer,QDR380,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,QDR380,Cab Upload
10-Mar-17,Hood Conveyor,NUX358,Hood Upload
10-Mar-17,Assembly Line Tracker,RHX208,Pool 60 Start
10-Mar-17,U-BOLT,TRL028,Front U-Bolt
10-Mar-17,Paint Inspection,ICB356,PAINT
10-Mar-17,STVMS Tracking Top Station,WRT608,Top Station
10-Mar-17,Assembly Line Tracker,WRT608,Pool 60 Start
10-Mar-17,Cab Conveyer,CSW718,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,CSW718,Cab Upload
10-Mar-17,OMT Offline Tracking,OTS758,Enter Offline
10-Mar-17,OMT Offline Tracking,OTS758,Sold
10-Mar-17,Cab call scan,CJQ075,A Line
10-Mar-17,Cab in white conveyer,XSZ543,CIW upload
10-Mar-17,Assembly Line Tracker,GDR742,Pool 13 Start
10-Mar-17,Assembly Line Tracker,NUX358,Pool 13 Start
10-Mar-17,Assembly Line Tracker,SPA495,Pool 13 Start
10-Mar-17,U-BOLT,TEP325,Front U-Bolt
10-Mar-17,OMT Offline Tracking,JYL728,Enter Offline
10-Mar-17,STVMS Tracking Top Station,NUX358,Top Station
10-Mar-17,Hood Conveyor,GDR742,Hood Upload
10-Mar-17,STVMS Tracking Chassis Start,GDR742,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,SPA495,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,RAI572,Chassis Start
10-Mar-17,Assembly Line Tracker,NUX358,Pool 60 Start
10-Mar-17,Hood Conveyor,SPA495,Hood Upload
10-Mar-17,U-BOLT,NKE126,Front U-Bolt
10-Mar-17,U-BOLT,NKE126,Rear U-Bolt
10-Mar-17,Assembly Line Tracker,RAI572,Pool 13 Start
10-Mar-17,Cab Conveyer,MHU637,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,MHU637,Cab Upload
10-Mar-17,Paint Inspection,MPE786,PAINT
10-Mar-17,Cab Call Scan,RQJ940,B Line
10-Mar-17,OMT Offline Tracking,XWK825,Enter Offline
10-Mar-17,Cab Conveyer,USH564,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,USH564,Cab Upload
10-Mar-17,Cab call scan,YDL247,A Line
10-Mar-17,Hood Conveyor,RAI572,Hood Upload
10-Mar-17,Cab in white conveyer,PWR481,CIW upload
10-Mar-17,U-BOLT,FMU279,Front U-Bolt
10-Mar-17,STVMS Tracking Top Station,GDR742,Top Station
10-Mar-17,Paint Inspection,GSF615,PAINT
10-Mar-17,Hood Conveyor,LTV094,Hood Upload
10-Mar-17,U-BOLT,FMU279,Rear U-Bolt
10-Mar-17,Assembly Line Tracker,GDR742,Pool 60 Start
10-Mar-17,OMT Offline Tracking,OTX594,Enter Offline
10-Mar-17,OMT Offline Tracking,NUR218,Enter Offline
10-Mar-17,Cab in white conveyer,XGC043,CIW upload
10-Mar-17,Cab Conveyer,DZO637,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,DZO637,Cab Upload
10-Mar-17,U-BOLT,QMA357,Front U-Bolt
10-Mar-17,STVMS Tracking Top Station,SPA495,Top Station
10-Mar-17,U-BOLT,QMA357,Rear U-Bolt
10-Mar-17,Hood Conveyor,YAP829,Hood Upload
10-Mar-17,Paint Inspection,JBC439,PAINT
10-Mar-17,Assembly Line Tracker,YAP829,Pool 13 Start
10-Mar-17,Assembly Line Tracker,LTV094,Pool 13 Start
10-Mar-17,Assembly Line Tracker,SPA495,Pool 60 Start
10-Mar-17,Cab call scan,GFM783,A Line
10-Mar-17,Cab in white conveyer,JIN079,CIW upload
10-Mar-17,Cab Call Scan,JCM567,B Line
10-Mar-17,Hood Conveyor,ZIQ738,Hood Upload
10-Mar-17,STVMS Tracking Top Station,RAI572,Top Station
10-Mar-17,Cab Conveyer,CJQ075,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,CJQ075,Cab Upload
10-Mar-17,U-BOLT,ERC382,Front U-Bolt
10-Mar-17,U-BOLT,ERC382,Rear U-Bolt
10-Mar-17,Cab in white conveyer,HCS198,CIW upload
10-Mar-17,OMT Offline Tracking,KSP816,Enter Offline
10-Mar-17,STVMS Tracking Chassis Start,LTV094,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,YAP829,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,ZIQ738,Chassis Start
10-Mar-17,Paint Inspection,QPC953,PAINT
10-Mar-17,STVMS Tracking Chassis Start,THO850,Chassis Start
10-Mar-17,Cab Conveyer,RQJ940,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,RQJ940,Cab Upload
10-Mar-17,Assembly Line Tracker,RAI572,Pool 60 Start
10-Mar-17,OMT Offline Tracking,JBQ468,Enter Offline
10-Mar-17,Hood Conveyor,THO850,Hood Upload
10-Mar-17,Cab Call Scan,EUZ386,B Line
10-Mar-17,U-BOLT,GQV369,Front U-Bolt
10-Mar-17,Cab call scan,TMZ629,A Line
10-Mar-17,STVMS Tracking Top Station,LTV094,Top Station
10-Mar-17,Hood Conveyor,EZQ530,Hood Upload
10-Mar-17,Cab in white conveyer,TMU402,CIW upload
10-Mar-17,Cab Conveyer,YDL247,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,YDL247,Cab Upload
10-Mar-17,Assembly Line Tracker,THO850,Pool 13 Start
10-Mar-17,Assembly Line Tracker,ZIQ738,Pool 13 Start
10-Mar-17,Assembly Line Tracker,LTV094,Pool 60 Start
10-Mar-17,STVMS Tracking Top Station,YAP829,Top Station
10-Mar-17,U-BOLT,QZB271,Front U-Bolt
10-Mar-17,Cab Call Scan,PMN417,B Line
10-Mar-17,U-BOLT,QZB271,Rear U-Bolt
10-Mar-17,Assembly Line Tracker,YAP829,Pool 60 Start
10-Mar-17,STVMS Tracking Chassis Start,EZQ530,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,ARS065,Chassis Start
10-Mar-17,Cab in white conveyer,EBM074,CIW upload
10-Mar-17,Cab in white conveyer,ORS751,CIW upload
10-Mar-17,OMT Offline Tracking,NKE126,Enter Offline
10-Mar-17,OMT Offline Tracking,NKE126,Sold
10-Mar-17,Hood Conveyor,SEK173,Hood Upload
10-Mar-17,OMT Offline Tracking,FMU279,Enter Offline
10-Mar-17,Cab Conveyer,QBR938,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,QBR938,Cab Upload
10-Mar-17,STVMS Tracking Chassis Start,LER634,Chassis Start
10-Mar-17,Cab Conveyer,YBJ023,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,YBJ023,Cab Upload
10-Mar-17,U-BOLT,FTI824,Front U-Bolt
10-Mar-17,Paint Inspection,DJZ516,PAINT
10-Mar-17,Cab in white conveyer,BYF840,CIW upload
10-Mar-17,Hood Conveyor,TRJ645,Hood Upload
10-Mar-17,U-BOLT,FTI824,Rear U-Bolt
10-Mar-17,Cab Call Scan,JBC439,B Line
10-Mar-17,OMT Offline Tracking,QMA357,Enter Offline
10-Mar-17,Hood Conveyor,CSV482,Hood Upload
10-Mar-17,Cab in white conveyer,ZJC386,CIW upload
10-Mar-17,OMT Offline Tracking,ERC382,Enter Offline
10-Mar-17,Assembly Line Tracker,LER634,Pool 13 Start
10-Mar-17,Assembly Line Tracker,MPO083,Pool 13 Start
10-Mar-17,Cab call scan,MPE786,A Line
10-Mar-17,U-BOLT,VCM016,Front U-Bolt
10-Mar-17,Hood Conveyor,NHZ581,Hood Upload
10-Mar-17,Cab Conveyer,UWT728,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,UWT728,Cab Upload
10-Mar-17,Assembly Line Tracker,SPI314,Pool 13 Start
10-Mar-17,Cab in white conveyer,EVZ013,CIW upload
10-Mar-17,STVMS Tracking Chassis Start,SPI314,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,AGU058,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,QZH295,Chassis Start
10-Mar-17,U-BOLT,VCM016,Rear U-Bolt
10-Mar-17,Cab Conveyer,DPL397,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,DPL397,Cab Upload
10-Mar-17,U-BOLT,PJL425,Front U-Bolt
10-Mar-17,Paint Inspection,SPF970,PAINT
10-Mar-17,Hood Conveyor,YZU059,Hood Upload
10-Mar-17,Cab Conveyer,ICB356,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,ICB356,Cab Upload
10-Mar-17,Cab in white conveyer,ZJK473,CIW upload
10-Mar-17,Cab Call Scan,GSF615,B Line
10-Mar-17,U-BOLT,PJL425,Rear U-Bolt
10-Mar-17,Hood Conveyor,FZA809,Hood Upload
10-Mar-17,Assembly Line Tracker,AGU058,Pool 13 Start
10-Mar-17,OMT Offline Tracking,GQV369,Enter Offline
10-Mar-17,U-BOLT,CMI143,Front U-Bolt
10-Mar-17,Paint Inspection,JYZ708,PAINT
10-Mar-17,Cab in white conveyer,QTI468,CIW upload
10-Mar-17,Hood Conveyor,APZ612,Hood Upload
10-Mar-17,OMT Offline Tracking,QZB271,Enter Offline
10-Mar-17,U-BOLT,IOU412,Front U-Bolt
10-Mar-17,Cab call scan,OWH831,A Line
10-Mar-17,STVMS Tracking Chassis Start,SEK173,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,TRJ645,Chassis Start
10-Mar-17,Cab Call Scan,SYA283,B Line
10-Mar-17,Hood Conveyor,YWI795,Hood Upload
10-Mar-17,Cab in white conveyer,MBG962,CIW upload
10-Mar-17,Assembly Line Tracker,QZH295,Pool 13 Start
10-Mar-17,Cab Conveyer,MPE786,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,MPE786,Cab Upload
10-Mar-17,U-BOLT,IOU412,Rear U-Bolt
10-Mar-17,STVMS Tracking Chassis Start,CSV482,Chassis Start
10-Mar-17,OMT Offline Tracking,RHX208,Enter Offline
10-Mar-17,OMT Offline Tracking,RHX208,Sold
10-Mar-17,Cab in white conveyer,DKE275,CIW upload
10-Mar-17,OMT Offline Tracking,YGL283,Enter Offline
10-Mar-17,U-BOLT,FHU982,Front U-Bolt
10-Mar-17,Hood Conveyor,EVB234,Hood Upload
10-Mar-17,Cab Conveyer,JBC439,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,JBC439,Cab Upload
10-Mar-17,U-BOLT,FHU982,Rear U-Bolt
10-Mar-17,Cab in white conveyer,WQS294,CIW upload
10-Mar-17,Cab Call Scan,JKZ317,B Line
10-Mar-17,STVMS Tracking Chassis Start,NHZ581,Chassis Start
10-Mar-17,OMT Offline Tracking,NUX358,Enter Offline
10-Mar-17,U-BOLT,YCR723,Front U-Bolt
10-Mar-17,Assembly Line Tracker,SEK173,Pool 13 Start
10-Mar-17,Cab Conveyer,GSF615,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,GSF615,Cab Upload
10-Mar-17,OMT Offline Tracking,WRT608,Enter Offline
10-Mar-17,Hood Conveyor,QRM025,Hood Upload
10-Mar-17,Cab in white conveyer,MUJ483,CIW upload
10-Mar-17,Paint Inspection,VFX591,PAINT
10-Mar-17,U-BOLT,YCR723,Rear U-Bolt
10-Mar-17,Hood Conveyor,YCU023,Hood Upload
10-Mar-17,U-BOLT,EBL860,Front U-Bolt
10-Mar-17,Cab call scan,QPC953,A Line
10-Mar-17,Cab in white conveyer,LES327,CIW upload
10-Mar-17,Cab Conveyer,OWH831,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,OWH831,Cab Upload
10-Mar-17,Hood Conveyor,QLV652,Hood Upload
10-Mar-17,Cab Call Scan,ZKY831,B Line
10-Mar-17,STVMS Tracking Chassis Start,YZU059,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,FZA809,Chassis Start
10-Mar-17,U-BOLT,AHN391,Front U-Bolt
10-Mar-17,Hood Conveyor,ADQ781,Hood Upload
10-Mar-17,OMT Offline Tracking,BIP389,Enter Offline
10-Mar-17,OMT Offline Tracking,BIP389,Sold
10-Mar-17,Cab in white conveyer,RUK258,CIW upload
10-Mar-17,Cab Conveyer,SYA283,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,SYA283,Cab Upload
10-Mar-17,U-BOLT,AHN391,Rear U-Bolt
10-Mar-17,Assembly Line Tracker,CSV482,Pool 13 Start
10-Mar-17,Assembly Line Tracker,TRJ645,Pool 13 Start
10-Mar-17,U-BOLT,KFN372,Front U-Bolt
10-Mar-17,Hood Conveyor,EQD264,Hood Upload
10-Mar-17,Cab call scan,PVZ436,A Line
10-Mar-17,Paint Inspection,OQS570,PAINT
10-Mar-17,Cab Call Scan,KNR831,B Line
10-Mar-17,OMT Offline Tracking,GDR742,Enter Offline
10-Mar-17,U-BOLT,KFN372,Rear U-Bolt
10-Mar-17,U-BOLT,DPH631,Front U-Bolt
10-Mar-17,Hood Conveyor,GJK683,Hood Upload
10-Mar-17,Assembly Line Tracker,NHZ581,Pool 13 Start
10-Mar-17,Cab in white conveyer,UZV267,CIW upload
10-Mar-17,Cab Conveyer,QPC953,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,QPC953,Cab Upload
10-Mar-17,Paint Inspection,DPA037,PAINT
10-Mar-17,U-BOLT,DPH631,Rear U-Bolt
10-Mar-17,STVMS Tracking Chassis Start,APZ612,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,YWI795,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,EVB234,Chassis Start
10-Mar-17,Assembly Line Tracker,YZU059,Pool 13 Start
10-Mar-17,Cab call scan,VFR160,A Line
10-Mar-17,U-BOLT,MPO083,Front U-Bolt
10-Mar-17,Hood Conveyor,HMS840,Hood Upload
10-Mar-17,Cab Conveyer,PVZ436,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,PVZ436,Cab Upload
10-Mar-17,Paint Inspection,EPR018,PAINT
10-Mar-17,Hood Conveyor,RBT219,Hood Upload
10-Mar-17,Cab in white conveyer,DIN812,CIW upload
10-Mar-17,OMT Offline Tracking,SPA495,Enter Offline
10-Mar-17,Assembly Line Tracker,FZA809,Pool 13 Start
10-Mar-17,OMT Offline Tracking,RAI572,Enter Offline
10-Mar-17,Cab Call Scan,SYV137,B Line
10-Mar-17,Cab in white conveyer,LWM061,CIW upload
10-Mar-17,Cab Conveyer,JKZ317,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,JKZ317,Cab Upload
10-Mar-17,U-BOLT,SPI314,Front U-Bolt
10-Mar-17,Hood Conveyor,YXF326,Hood Upload
10-Mar-17,Cab call scan,AYO527,A Line
10-Mar-17,STVMS Tracking Chassis Start,QRM025,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,YCU023,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,QLV652,Chassis Start
10-Mar-17,Paint Inspection,GLW381,PAINT
10-Mar-17,Assembly Line Tracker,APZ612,Pool 13 Start
10-Mar-17,Cab Conveyer,ZKY831,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,ZKY831,Cab Upload
10-Mar-17,Cab in white conveyer,XWS890,CIW upload
10-Mar-17,OMT Offline Tracking,LTV094,Enter Offline
10-Mar-17,U-BOLT,AGU058,Front U-Bolt
10-Mar-17,Assembly Line Tracker,YWI795,Pool 13 Start
10-Mar-17,U-BOLT,SPI314,Rear U-Bolt
10-Mar-17,STVMS Tracking Top Station,AHN391,Top Station
10-Mar-17,STVMS Tracking Top Station,YCR723,Top Station
10-Mar-17,STVMS Tracking Top Station,KFN372,Top Station
10-Mar-17,U-BOLT,AGU058,Rear U-Bolt
10-Mar-17,STVMS Tracking Top Station,DPH631,Top Station
10-Mar-17,Hood Conveyor,YKN950,Hood Upload
10-Mar-17,STVMS Tracking Top Station,MPO083,Top Station
10-Mar-17,Cab Call Scan,FTI824,B Line
10-Mar-17,Cab Conveyer,VFR160,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,VFR160,Cab Upload
10-Mar-17,STVMS Tracking Top Station,LER634,Top Station
10-Mar-17,STVMS Tracking Top Station,SPI314,Top Station
10-Mar-17,STVMS Tracking Top Station,AGU058,Top Station
10-Mar-17,Assembly Line Tracker,AGU058,Pool 60 Start
10-Mar-17,Assembly Line Tracker,SPI314,Pool 60 Start
10-Mar-17,STVMS Tracking Top Station,QZH295,Top Station
10-Mar-17,Assembly Line Tracker,LER634,Pool 60 Start
10-Mar-17,Assembly Line Tracker,QZH295,Pool 60 Start
10-Mar-17,Assembly Line Tracker,MPO083,Pool 60 Start
10-Mar-17,Assembly Line Tracker,DPH631,Pool 60 Start
10-Mar-17,Assembly Line Tracker,KFN372,Pool 60 Start
10-Mar-17,STVMS Tracking Top Station,SEK173,Top Station
10-Mar-17,Assembly Line Tracker,YCR723,Pool 60 Start
10-Mar-17,Assembly Line Tracker,SEK173,Pool 60 Start
10-Mar-17,Assembly Line Tracker,AHN391,Pool 60 Start
10-Mar-17,Assembly Line Tracker,EVB234,Pool 13 Start
10-Mar-17,STVMS Tracking Top Station,TRJ645,Top Station
10-Mar-17,STVMS Tracking Top Station,CSV482,Top Station
10-Mar-17,STVMS Tracking Top Station,NHZ581,Top Station
10-Mar-17,STVMS Tracking Top Station,YZU059,Top Station
10-Mar-17,STVMS Tracking Top Station,FZA809,Top Station
10-Mar-17,STVMS Tracking Top Station,APZ612,Top Station
10-Mar-17,STVMS Tracking Top Station,YWI795,Top Station
10-Mar-17,STVMS Tracking Top Station,EVB234,Top Station
10-Mar-17,STVMS Tracking Top Station,QRM025,Top Station
10-Mar-17,Cab call scan,ZVI392,A Line
10-Mar-17,Hood Conveyor,IXT460,Hood Upload
10-Mar-17,STVMS Tracking Chassis Start,ADQ781,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,EQD264,Chassis Start
10-Mar-17,OMT Offline Tracking,ZIQ738,Enter Offline
10-Mar-17,Assembly Line Tracker,QRM025,Pool 13 Start
10-Mar-17,Assembly Line Tracker,QRM025,Pool 60 Start
10-Mar-17,Assembly Line Tracker,EVB234,Pool 60 Start
10-Mar-17,Assembly Line Tracker,YWI795,Pool 60 Start
10-Mar-17,Assembly Line Tracker,APZ612,Pool 60 Start
10-Mar-17,Assembly Line Tracker,FZA809,Pool 60 Start
10-Mar-17,Assembly Line Tracker,YZU059,Pool 60 Start
10-Mar-17,Assembly Line Tracker,NHZ581,Pool 60 Start
10-Mar-17,Assembly Line Tracker,CSV482,Pool 60 Start
10-Mar-17,Assembly Line Tracker,TRJ645,Pool 60 Start
10-Mar-17,Cab in white conveyer,HXS072,CIW upload
10-Mar-17,Cab Conveyer,AYO527,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,AYO527,Cab Upload
10-Mar-17,OMT Offline Tracking,YAP829,Enter Offline
10-Mar-17,Hood Conveyor,SPF970,Hood Upload
10-Mar-17,Hood Conveyor,JYZ708,Hood Upload
10-Mar-17,U-BOLT,SEK173,Front U-Bolt
10-Mar-17,Cab Conveyer,KNR831,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,KNR831,Cab Upload
10-Mar-17,OMT Offline Tracking,THO850,Enter Offline
10-Mar-17,OMT Offline Tracking,THO850,Sold
10-Mar-17,Hood Conveyor,KLN307,Hood Upload
10-Mar-17,Cab Call Scan,PJL425,B Line
10-Mar-17,STVMS Tracking Chassis Start,GJK683,Chassis Start
10-Mar-17,Cab call scan,LGO801,A Line
10-Mar-17,Assembly Line Tracker,CMI143,Pool 13 Start
10-Mar-17,Assembly Line Tracker,YCU023,Pool 13 Start
10-Mar-17,U-BOLT,SEK173,Rear U-Bolt
10-Mar-17,Hood Conveyor,VFX591,Hood Upload
10-Mar-17,Cab in white conveyer,ZJU865,CIW upload
10-Mar-17,U-BOLT,TRJ645,Front U-Bolt
10-Mar-17,Cab Call Scan,ALE837,B Line
10-Mar-17,Cab Conveyer,DJZ516,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,DJZ516,Cab Upload
10-Mar-17,Paint Inspection,DRY562,PAINT
10-Mar-17,OMT Offline Tracking,AGU058,Enter Offline
10-Mar-17,U-BOLT,JIN079,Rear U-Bolt
10-Mar-17,Cab in white conveyer,DMV430,CIW upload
10-Mar-17,Paint Inspection,MTV391,PAINT
10-Mar-17,U-BOLT,JIN079,Front U-Bolt
10-Mar-17,Hood Conveyor,CNE620,Hood Upload
10-Mar-17,Cab Conveyer,SPF970,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,SPF970,Cab Upload
10-Mar-17,Cab Call Scan,DPA037,B Line
10-Mar-17,OMT Offline Tracking,TRJ645,Enter Offline
10-Mar-17,STVMS Tracking Chassis Start,XPQ906,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,FWS327,Chassis Start
10-Mar-17,U-BOLT,HCS198,Front U-Bolt
10-Mar-17,Cab call scan,EPR018,A Line
10-Mar-17,OMT Offline Tracking,QZH295,Enter Offline
10-Mar-17,OMT Offline Tracking,QZH295,Sold
10-Mar-17,Cab Conveyer,JYZ708,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,JYZ708,Cab Upload
10-Mar-17,Paint Inspection,NTD012,PAINT
10-Mar-17,Cab in white conveyer,VFA941,CIW upload
10-Mar-17,U-BOLT,TMU402,Front U-Bolt
10-Mar-17,STVMS Tracking Chassis Start,UXJ427,Chassis Start
10-Mar-17,Cab Conveyer,KLN307,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,KLN307,Cab Upload
10-Mar-17,OMT Offline Tracking,NHZ581,Enter Offline
10-Mar-17,Paint Inspection,IVC016,PAINT
10-Mar-17,Hood Conveyor,DAJ581,Hood Upload
10-Mar-17,Cab Conveyer,VFX591,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,VFX591,Cab Upload
10-Mar-17,Cab in white conveyer,RSB867,CIW upload
10-Mar-17,Cab call scan,FTI653,A Line
10-Mar-17,Cab Conveyer,EPR018,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,EPR018,Cab Upload
10-Mar-17,OMT Offline Tracking,CSV482,Enter Offline
10-Mar-17,Cab Call Scan,OQS570,B Line
10-Mar-17,Hood Conveyor,MTV391,Hood Upload
10-Mar-17,Cab in white conveyer,ZHI138,CIW upload
10-Mar-17,OMT Offline Tracking,FZA809,Enter Offline
10-Mar-17,Cab Call Scan,KUR214,B Line
10-Mar-17,U-BOLT,TBP914,Rear U-Bolt
10-Mar-17,U-BOLT,EBM074,Front U-Bolt
10-Mar-17,Hood Conveyor,DUT829,Hood Upload
10-Mar-17,STVMS Tracking Chassis Start,CNE620,Chassis Start
10-Mar-17,Cab in white conveyer,KJA254,CIW upload
10-Mar-17,U-BOLT,TBP914,Front U-Bolt
10-Mar-17,Hood Conveyor,PVO367,Hood Upload
